Name,Gender,DOB,Document_Type,Document_Number,Address,Name_clean,Address_clean,Gender_clean,Document_type_clean,Document_format,Combined_Data,Duplicate_Group_ID,Fraud_Risk_Score,Fraud_Risk_Level
Mehul Sharaf,Female,01-07-2001,PAN,ZVIFS5254P,"H.No. 686, Bhagat Chowk, Singrauli-059899",mehul sharaf,hno 686 bhagat chowk singrauli059899,female,pan,True,mehul sharaf female 01072001 pan ZVIFS5254P hno 686 bhagat chowk singrauli059899,-1,0.0,Low
Mohanlal Hayre,Female,04-09-1975,Aadhaar,6955 4273 4573,"52/444, Sanghvi Marg, Bareilly-986103",mohanlal hayre,52444 sanghvi marg bareilly986103,female,aadhaar,False,mohanlal hayre female 04091975 aadhaar 6955 4273 4573 52444 sanghvi marg bareilly986103,-1,0.4,Medium
Parinaaz Sarin,Other,04-12-1987,Aadhaar,3098 2078 7378,"93/700, Dhaliwal Circle, Alwar-675775",parinaaz sarin,93700 dhaliwal circle alwar675775,other,aadhaar,False,parinaaz sarin other 04121987 aadhaar 3098 2078 7378 93700 dhaliwal circle alwar675775,-1,0.4,Medium
Vedika Bhatt,,03-05-1969,PAN,MVQTB4582J,"72/87, Saini Ganj, Junagadh-270394",vedika bhatt,7287 saini ganj junagadh270394,nan,pan,True,vedika bhatt nan 03051969 pan MVQTB4582J 7287 saini ganj junagadh270394,-1,0.0,Low
Fateh Mani,Other,10-08-1999,PAN,JNRBM3632D,"H.No. 43, Bhattacharyya Zila, Begusarai-334655",fateh mani,hno 43 bhattacharyya zila begusarai334655,other,pan,True,fateh mani other 10081999 pan JNRBM3632D hno 43 bhattacharyya zila begusarai334655,-1,0.0,Low
Gokul Bhardwaj,,13-07-1981,Passport,A2928062,"H.No. 845, Brahmbhatt Road, Katni-611190",gokul bhardwaj,hno 845 brahmbhatt road katni611190,nan,passport,True,gokul bhardwaj nan 13071981 passport A2928062 hno 845 brahmbhatt road katni611190,-1,0.0,Low
Hazel Mandal,Female,23-02-1980,PAN,BDKJM3964G,"275, Kunda Marg, Nangloi Jat 393410",hazel mandal,275 kunda marg nangloi jat 393410,female,pan,True,hazel mandal female 23021980 pan BDKJM3964G 275 kunda marg nangloi jat 393410,-1,0.0,Low
Adah Magar,Other,12-02-2005,PAN,IAJAM6980H,"39, Mander Path, Ambattur-717633",adah magar,39 mander path ambattur717633,other,pan,True,adah magar other 12022005 pan IAJAM6980H 39 mander path ambattur717633,-1,0.0,Low
Zain Varkey,Female,Unknown,Passport,J8223274,"22/42, Choudhry Chowk, Lucknow-484556",zain varkey,2242 choudhry chowk lucknow484556,female,passport,True,zain varkey female Unknown passport J8223274 2242 choudhry chowk lucknow484556,-1,0.0,Low
Nakul Arora,Female,31-05-2007,Aadhaar,3479 8485 9614,"H.No. 12, Grewal Nagar, Sirsa 741132",nakul arora,hno 12 grewal nagar sirsa 741132,female,aadhaar,False,nakul arora female 31052007 aadhaar 3479 8485 9614 hno 12 grewal nagar sirsa 741132,-1,0.4,Medium
Pari Bansal,Other,30-04-1988,Aadhaar,4667 7089 5999,"H.No. 99, Kar Street, Buxar 580049",pari bansal,hno 99 kar street buxar 580049,other,aadhaar,False,pari bansal other 30041988 aadhaar 4667 7089 5999 hno 99 kar street buxar 580049,-1,0.4,Medium
Jayesh Singh,Other,07-01-1972,Passport,G7902540,"77/326, Viswanathan Marg, Ramgarh 814748",jayesh singh,77326 viswanathan marg ramgarh 814748,other,passport,True,jayesh singh other 07011972 passport G7902540 77326 viswanathan marg ramgarh 814748,-1,0.0,Low
Ivan Sibal,Male,Unknown,,Missing,"06/38, Bhandari Chowk, Kurnool-232617",ivan sibal,0638 bhandari chowk kurnool232617,male,nan,False,ivan sibal male Unknown nan Missing 0638 bhandari chowk kurnool232617,-1,0.4,Medium
Vidur Suri,Male,17-08-2003,PAN,WHVJS2325T,"H.No. 931, Sura Zila, Moradabad 490359",vidur suri,hno 931 sura zila moradabad 490359,male,pan,True,vidur suri male 17082003 pan WHVJS2325T hno 931 sura zila moradabad 490359,-1,0.0,Low
Mehul Rattan,Male,07-06-1980,PAN,IIUGR2557G,"94/65, Tara Path, Cuttack 598624",mehul rattan,9465 tara path cuttack 598624,male,pan,True,mehul rattan male 07061980 pan IIUGR2557G 9465 tara path cuttack 598624,-1,0.0,Low
Piya Rana,Male,12-06-1998,PAN,ZCSBR9642P,"H.No. 91, Saraf Ganj, Dhule-811876",piya rana,hno 91 saraf ganj dhule811876,male,pan,True,piya rana male 12061998 pan ZCSBR9642P hno 91 saraf ganj dhule811876,-1,0.0,Low
Ryan Thakkar,Female,30-04-1985,PAN,GPFLT8543H,"55/448, Bora Path, Jabalpur-561314",ryan thakkar,55448 bora path jabalpur561314,female,pan,True,ryan thakkar female 30041985 pan GPFLT8543H 55448 bora path jabalpur561314,-1,0.0,Low
Arhaan Krish,Other,23-03-1972,Passport,Z8790724,"62/455, Agrawal Street, Anantapur-338960",arhaan krish,62455 agrawal street anantapur338960,other,passport,True,arhaan krish other 23031972 passport Z8790724 62455 agrawal street anantapur338960,-1,0.0,Low
Charvi Kashyap,Other,04-10-2004,Aadhaar,5587 3665 8973,"H.No. 656, De, Deoghar 751310",charvi kashyap,hno 656 de deoghar 751310,other,aadhaar,False,charvi kashyap other 04102004 aadhaar 5587 3665 8973 hno 656 de deoghar 751310,-1,0.4,Medium
Arhaan Keer,Female,09-11-1974,Aadhaar,6101 6246 7057,"H.No. 34, Warrior Zila, Dewas-390291",arhaan keer,hno 34 warrior zila dewas390291,female,aadhaar,False,arhaan keer female 09111974 aadhaar 6101 6246 7057 hno 34 warrior zila dewas390291,-1,0.4,Medium
Tushar Choudhry,Female,01-07-1980,Aadhaar,1805 3353 6239,"70, Sundaram, Etawah 463237",tushar choudhry,70 sundaram etawah 463237,female,aadhaar,False,tushar choudhry female 01071980 aadhaar 1805 3353 6239 70 sundaram etawah 463237,-1,0.4,Medium
Renee Bawa,Male,Unknown,,Missing,"062, Acharya Street, Bhiwani-584496",renee bawa,062 acharya street bhiwani584496,male,nan,False,renee bawa male Unknown nan Missing 062 acharya street bhiwani584496,-1,0.4,Medium
Kanav Kamdar,Male,21-04-1969,Aadhaar,4170 3235 3974,"63, Taneja Circle, Karimnagar-080114",kanav kamdar,63 taneja circle karimnagar080114,male,aadhaar,False,kanav kamdar male 21041969 aadhaar 4170 3235 3974 63 taneja circle karimnagar080114,-1,0.4,Medium
Damini Khosla,Male,26-01-1993,PAN,QLRHK6509V,"900, Dua Chowk, Gangtok-542764",damini khosla,900 dua chowk gangtok542764,male,pan,True,damini khosla male 26011993 pan QLRHK6509V 900 dua chowk gangtok542764,-1,0.0,Low
Alia Yohannan,Male,03-07-1965,Passport,G3904878,"82, Sridhar Circle, Hubli–Dharwad-878679",alia yohannan,82 sridhar circle hublidharwad878679,male,passport,True,alia yohannan male 03071965 passport G3904878 82 sridhar circle hublidharwad878679,-1,0.0,Low
Ira Basak,Female,23-07-1974,PAN,ORYHB9273X,"96, Dey Path, Purnia-967850",ira basak,96 dey path purnia967850,female,pan,True,ira basak female 23071974 pan ORYHB9273X 96 dey path purnia967850,-1,0.0,Low
Purab Atwal,Other,21-10-1998,PAN,VDOLA4207D,"60, Bakshi Nagar, Loni 643337",purab atwal,60 bakshi nagar loni 643337,other,pan,True,purab atwal other 21101998 pan VDOLA4207D 60 bakshi nagar loni 643337,-1,0.0,Low
Vivaan Ray,Other,16-09-1995,PAN,WAHGR5724C,"808, Srinivas Nagar, Kota 342228",vivaan ray,808 srinivas nagar kota 342228,other,pan,True,vivaan ray other 16091995 pan WAHGR5724C 808 srinivas nagar kota 342228,-1,0.0,Low
Shanaya Khosla,Male,13-11-1964,Passport,K4076232,"82, Karpe Marg, Ramagundam-929870",shanaya khosla,82 karpe marg ramagundam929870,male,passport,True,shanaya khosla male 13111964 passport K4076232 82 karpe marg ramagundam929870,-1,0.0,Low
Divit Kuruvilla,Male,Unknown,Aadhaar,7940 4189 8607,"88/354, Soman Circle, Madurai-564331",divit kuruvilla,88354 soman circle madurai564331,male,aadhaar,False,divit kuruvilla male Unknown aadhaar 7940 4189 8607 88354 soman circle madurai564331,-1,0.4,Medium
Umang Kara,Female,24-11-1981,Passport,Y2773421,"35/32, Chad Nagar, Bangalore-566002",umang kara,3532 chad nagar bangalore566002,female,passport,True,umang kara female 24111981 passport Y2773421 3532 chad nagar bangalore566002,-1,0.0,Low
Lagan Garde,Other,21-03-1999,PAN,VZFJG3791X,"095, Saran Street, Imphal-767033",lagan garde,095 saran street imphal767033,other,pan,True,lagan garde other 21031999 pan VZFJG3791X 095 saran street imphal767033,-1,0.0,Low
Anahi Dave,Other,20-05-1986,Passport,K7531313,"H.No. 795, Sani Chowk, Saharsa-055661",anahi dave,hno 795 sani chowk saharsa055661,other,passport,True,anahi dave other 20051986 passport K7531313 hno 795 sani chowk saharsa055661,-1,0.0,Low
Anaya Rau,Female,13-07-1972,Passport,C1925380,"97/055, Tailor, Tiruchirappalli-078110",anaya rau,97055 tailor tiruchirappalli078110,female,passport,True,anaya rau female 13071972 passport C1925380 97055 tailor tiruchirappalli078110,-1,0.0,Low
Navya Mallick,,07-10-1994,Aadhaar,8669 7748 1980,"73, Shukla Zila, Bathinda 352886",navya mallick,73 shukla zila bathinda 352886,nan,aadhaar,False,navya mallick nan 07101994 aadhaar 8669 7748 1980 73 shukla zila bathinda 352886,-1,0.4,Medium
Ehsaan Choudhary,Female,23-12-1987,PAN,RLIBC0429N,"53/88, Lalla Circle, Imphal-401341",ehsaan choudhary,5388 lalla circle imphal401341,female,pan,True,ehsaan choudhary female 23121987 pan RLIBC0429N 5388 lalla circle imphal401341,-1,0.0,Low
Anya Rau,Female,25-12-1977,Aadhaar,4983 3230 2570,"22, Hari Ganj, Kadapa 854420",anya rau,22 hari ganj kadapa 854420,female,aadhaar,False,anya rau female 25121977 aadhaar 4983 3230 2570 22 hari ganj kadapa 854420,-1,0.4,Medium
Nitya Chahal,Other,Unknown,PAN,KQLLC4073V,"H.No. 56, Ganguly Path, Hindupur-769722",nitya chahal,hno 56 ganguly path hindupur769722,other,pan,True,nitya chahal other Unknown pan KQLLC4073V hno 56 ganguly path hindupur769722,-1,0.0,Low
Nitara Bhasin,Male,29-12-2000,,Missing,"24/877, Kar Road, Karaikudi-474062",nitara bhasin,24877 kar road karaikudi474062,male,nan,False,nitara bhasin male 29122000 nan Missing 24877 kar road karaikudi474062,-1,0.4,Medium
Shamik Sandhu,Male,16-08-1996,Passport,A1721670,"H.No. 052, Wadhwa Street, Purnia-322301",shamik sandhu,hno 052 wadhwa street purnia322301,male,passport,True,shamik sandhu male 16081996 passport A1721670 hno 052 wadhwa street purnia322301,-1,0.0,Low
Gokul Das,Male,15-02-2000,Aadhaar,9272 5875 3780,"729, Zacharia Path, Rourkela 873914",gokul das,729 zacharia path rourkela 873914,male,aadhaar,False,gokul das male 15022000 aadhaar 9272 5875 3780 729 zacharia path rourkela 873914,-1,0.4,Medium
Rasha Varkey,Other,17-08-2003,Aadhaar,9113 7933 8867,"12/67, Dhar Ganj, Dharmavaram 379456",rasha varkey,1267 dhar ganj dharmavaram 379456,other,aadhaar,False,rasha varkey other 17082003 aadhaar 9113 7933 8867 1267 dhar ganj dharmavaram 379456,-1,0.4,Medium
Ahana  Venkataraman,Female,27-02-1988,Aadhaar,1564 9297 4655,"H.No. 827, Shroff Ganj, Miryalaguda 405108",ahana  venkataraman,hno 827 shroff ganj miryalaguda 405108,female,aadhaar,False,ahana  venkataraman female 27021988 aadhaar 1564 9297 4655 hno 827 shroff ganj miryalaguda 405108,-1,0.4,Medium
,Female,22-01-1987,PAN,FKDCT4296G,"76/938, Kala Road, Aurangabad 910854",nan,76938 kala road aurangabad 910854,female,pan,True,nan female 22011987 pan FKDCT4296G 76938 kala road aurangabad 910854,-1,0.0,Low
Stuvan Sane,Other,17-03-1968,Aadhaar,6320 7124 9403,"H.No. 24, De Road, Sasaram-578796",stuvan sane,hno 24 de road sasaram578796,other,aadhaar,False,stuvan sane other 17031968 aadhaar 6320 7124 9403 hno 24 de road sasaram578796,-1,0.4,Medium
Aarna Raval,Female,04-05-1995,Passport,A7336407,"H.No. 969, Varkey Chowk, Purnia 706795",aarna raval,hno 969 varkey chowk purnia 706795,female,passport,True,aarna raval female 04051995 passport A7336407 hno 969 varkey chowk purnia 706795,-1,0.0,Low
Jayan Vyas,Male,06-09-1985,PAN,ZKPBV0970F,"46/17, Loke Chowk, Bhiwani-797355",jayan vyas,4617 loke chowk bhiwani797355,male,pan,True,jayan vyas male 06091985 pan ZKPBV0970F 4617 loke chowk bhiwani797355,-1,0.0,Low
Lakshay Sama,Other,12-08-1990,PAN,NPIGS0349J,"01, Srinivasan Zila, Chandrapur-217970",lakshay sama,01 srinivasan zila chandrapur217970,other,pan,True,lakshay sama other 12081990 pan NPIGS0349J 01 srinivasan zila chandrapur217970,-1,0.0,Low
,Other,14-03-2002,Passport,X8393620,"72/97, Reddy Chowk, Jamshedpur 532318",nan,7297 reddy chowk jamshedpur 532318,other,passport,True,nan other 14032002 passport X8393620 7297 reddy chowk jamshedpur 532318,-1,0.0,Low
Shalv Kaur,Male,16-01-1970,Passport,M5059638,"16/748, Bhatti Path, Ambarnath 814923",shalv kaur,16748 bhatti path ambarnath 814923,male,passport,True,shalv kaur male 16011970 passport M5059638 16748 bhatti path ambarnath 814923,-1,0.0,Low
Elakshi Chowdhury,Male,21-04-1968,Passport,Z9812160,"H.No. 654, Sunder Ganj, Ajmer-547553",elakshi chowdhury,hno 654 sunder ganj ajmer547553,male,passport,True,elakshi chowdhury male 21041968 passport Z9812160 hno 654 sunder ganj ajmer547553,-1,0.0,Low
Pari Chaudry,Male,29-11-1973,Aadhaar,1867 4084 1564,"723, Wali Circle, Hapur-305167",pari chaudry,723 wali circle hapur305167,male,aadhaar,False,pari chaudry male 29111973 aadhaar 1867 4084 1564 723 wali circle hapur305167,-1,0.4,Medium
Madhav Sastry,Male,06-12-1986,PAN,VGRFS1588A,"H.No. 38, Kohli Marg, Ujjain-535092",madhav sastry,hno 38 kohli marg ujjain535092,male,pan,True,madhav sastry male 06121986 pan VGRFS1588A hno 38 kohli marg ujjain535092,-1,0.0,Low
Vihaan Upadhyay,Female,01-04-1995,PAN,FKBGU6628B,"04/33, Borah, Jhansi 199972",vihaan upadhyay,0433 borah jhansi 199972,female,pan,True,vihaan upadhyay female 01041995 pan FKBGU6628B 0433 borah jhansi 199972,-1,0.0,Low
Hansh Bhatnagar,Male,25-11-2001,Aadhaar,3493 1594 4797,"83/469, Desai Zila, Jamalpur-438979",hansh bhatnagar,83469 desai zila jamalpur438979,male,aadhaar,False,hansh bhatnagar male 25112001 aadhaar 3493 1594 4797 83469 desai zila jamalpur438979,-1,0.4,Medium
Vanya Wali,,31-07-1987,Passport,P1309694,"H.No. 40, Barad Marg, Baranagar 731791",vanya wali,hno 40 barad marg baranagar 731791,nan,passport,True,vanya wali nan 31071987 passport P1309694 hno 40 barad marg baranagar 731791,-1,0.0,Low
Nirvaan Bhatt,Male,Unknown,Aadhaar,5228 3808 2629,"02, Char Road, Burhanpur 239489",nirvaan bhatt,02 char road burhanpur 239489,male,aadhaar,False,nirvaan bhatt male Unknown aadhaar 5228 3808 2629 02 char road burhanpur 239489,-1,0.4,Medium
Jayan Bala,Other,29-03-1976,Aadhaar,3920 1431 2081,"69, Kapur Circle, Phagwara 096582",jayan bala,69 kapur circle phagwara 096582,other,aadhaar,False,jayan bala other 29031976 aadhaar 3920 1431 2081 69 kapur circle phagwara 096582,-1,0.4,Medium
Urvi Sarkar,Other,Unknown,Passport,Y9536048,"H.No. 303, Ratti Marg, Cuttack 975442",urvi sarkar,hno 303 ratti marg cuttack 975442,other,passport,True,urvi sarkar other Unknown passport Y9536048 hno 303 ratti marg cuttack 975442,-1,0.0,Low
Drishya Thaker,Other,23-04-1994,PAN,RELTT3544J,"H.No. 77, Divan Zila, Ghaziabad-104886",drishya thaker,hno 77 divan zila ghaziabad104886,other,pan,True,drishya thaker other 23041994 pan RELTT3544J hno 77 divan zila ghaziabad104886,-1,0.0,Low
Jayan Sachar,Female,27-11-1989,Aadhaar,5959 8285 5005,"H.No. 65, Dayal Circle, Baranagar-126105",jayan sachar,hno 65 dayal circle baranagar126105,female,aadhaar,False,jayan sachar female 27111989 aadhaar 5959 8285 5005 hno 65 dayal circle baranagar126105,-1,0.4,Medium
Hiran Sha,Other,18-07-1989,Aadhaar,7268 6220 4430,"H.No. 13, Bal Street, Asansol 740517",hiran sha,hno 13 bal street asansol 740517,other,aadhaar,False,hiran sha other 18071989 aadhaar 7268 6220 4430 hno 13 bal street asansol 740517,-1,0.4,Medium
Ira Sarin,Female,19-09-2000,PAN,FCUGS1500O,"H.No. 473, Rajagopal, Raipur 098148",ira sarin,hno 473 rajagopal raipur 098148,female,pan,True,ira sarin female 19092000 pan FCUGS1500O hno 473 rajagopal raipur 098148,-1,0.0,Low
Anahita Bajwa,Male,Unknown,Aadhaar,1696 4805 6893,"87, Ram Path, Bongaigaon 445142",anahita bajwa,87 ram path bongaigaon 445142,male,aadhaar,False,anahita bajwa male Unknown aadhaar 1696 4805 6893 87 ram path bongaigaon 445142,-1,0.4,Medium
Madhav Mahajan,Other,21-08-1967,Aadhaar,5721 5022 8526,"71/74, Singhal, Akola-387215",madhav mahajan,7174 singhal akola387215,other,aadhaar,False,madhav mahajan other 21081967 aadhaar 5721 5022 8526 7174 singhal akola387215,-1,0.4,Medium
Ojas Sane,Female,20-07-1965,Aadhaar,5187 3812 1710,"671, Madan Chowk, Kumbakonam-883967",ojas sane,671 madan chowk kumbakonam883967,female,aadhaar,False,ojas sane female 20071965 aadhaar 5187 3812 1710 671 madan chowk kumbakonam883967,-1,0.4,Medium
Charvi Kurian,Other,27-12-1999,,Missing,"824, Andra Street, Tadepalligudem 280830",charvi kurian,824 andra street tadepalligudem 280830,other,nan,False,charvi kurian other 27121999 nan Missing 824 andra street tadepalligudem 280830,-1,0.4,Medium
Arnav Devi,Male,17-03-1984,Aadhaar,3715 4092 9941,"H.No. 628, Walla Street, Cuttack 574938",arnav devi,hno 628 walla street cuttack 574938,male,aadhaar,False,arnav devi male 17031984 aadhaar 3715 4092 9941 hno 628 walla street cuttack 574938,-1,0.4,Medium
Myra Comar,Other,17-01-2003,Aadhaar,3986 4738 1329,"306, Srivastava Marg, Tezpur 324469",myra comar,306 srivastava marg tezpur 324469,other,aadhaar,False,myra comar other 17012003 aadhaar 3986 4738 1329 306 srivastava marg tezpur 324469,-1,0.4,Medium
Ehsaan Venkataraman,Female,13-05-1968,PAN,VNPPV9063C,"837, Batta Street, Ozhukarai 349058",ehsaan venkataraman,837 batta street ozhukarai 349058,female,pan,True,ehsaan venkataraman female 13051968 pan VNPPV9063C 837 batta street ozhukarai 349058,-1,0.0,Low
Jiya Yadav,Male,14-09-1997,Aadhaar,3777 7148 3474,"H.No. 48, Karpe, Thrissur-020799",jiya yadav,hno 48 karpe thrissur020799,male,aadhaar,False,jiya yadav male 14091997 aadhaar 3777 7148 3474 hno 48 karpe thrissur020799,-1,0.4,Medium
Inaaya  Venkataraman,Male,22-09-2004,Aadhaar,7185 1346 4321,"H.No. 34, Aurora Nagar, Sagar-088175",inaaya  venkataraman,hno 34 aurora nagar sagar088175,male,aadhaar,False,inaaya  venkataraman male 22092004 aadhaar 7185 1346 4321 hno 34 aurora nagar sagar088175,-1,0.4,Medium
Sahil Singh,Other,14-02-2006,Aadhaar,5762 6705 3815,"99/85, Halder Zila, Hospet 760658",sahil singh,9985 halder zila hospet 760658,other,aadhaar,False,sahil singh other 14022006 aadhaar 5762 6705 3815 9985 halder zila hospet 760658,-1,0.4,Medium
Hansh Hayre,Other,Unknown,PAN,YTQHH4665M,"722, Gera Road, Jamnagar-373409",hansh hayre,722 gera road jamnagar373409,other,pan,True,hansh hayre other Unknown pan YTQHH4665M 722 gera road jamnagar373409,-1,0.0,Low
Eva Bhatti,Male,21-07-2007,PAN,ZBHBB9347U,"H.No. 403, Ratta Street, Dhanbad-100765",eva bhatti,hno 403 ratta street dhanbad100765,male,pan,True,eva bhatti male 21072007 pan ZBHBB9347U hno 403 ratta street dhanbad100765,-1,0.0,Low
Parinaaz Jani,Other,24-07-1976,Passport,I2733275,"82, Bajaj Road, Lucknow-010675",parinaaz jani,82 bajaj road lucknow010675,other,passport,True,parinaaz jani other 24071976 passport I2733275 82 bajaj road lucknow010675,-1,0.0,Low
Kiara Chakraborty,Male,Unknown,PAN,JKOCC0444O,"20, Shenoy Ganj, Satna-924717",kiara chakraborty,20 shenoy ganj satna924717,male,pan,True,kiara chakraborty male Unknown pan JKOCC0444O 20 shenoy ganj satna924717,-1,0.0,Low
Ivana Yogi,Other,26-09-1981,Passport,L7385574,"H.No. 43, Dugar Ganj, Kota-953489",ivana yogi,hno 43 dugar ganj kota953489,other,passport,True,ivana yogi other 26091981 passport L7385574 hno 43 dugar ganj kota953489,-1,0.0,Low
Yasmin Dutt,Female,11-01-2004,Passport,D5832386,"372, Reddy Zila, Jalgaon-908873",yasmin dutt,372 reddy zila jalgaon908873,female,passport,True,yasmin dutt female 11012004 passport D5832386 372 reddy zila jalgaon908873,-1,0.0,Low
Indrans Jani,Other,20-10-1999,PAN,HQECJ6938L,"90/074, Manda Marg, Alappuzha 976346",indrans jani,90074 manda marg alappuzha 976346,other,pan,True,indrans jani other 20101999 pan HQECJ6938L 90074 manda marg alappuzha 976346,-1,0.0,Low
Akarsh Dutt,Male,26-04-1994,Aadhaar,5048 6624 4373,"70/52, Thaman Nagar, Guntur-092420",akarsh dutt,7052 thaman nagar guntur092420,male,aadhaar,False,akarsh dutt male 26041994 aadhaar 5048 6624 4373 7052 thaman nagar guntur092420,-1,0.4,Medium
Taimur Saha,Other,12-05-1972,PAN,NJXBS3475V,"H.No. 91, Aurora Path, Barasat 442131",taimur saha,hno 91 aurora path barasat 442131,other,pan,True,taimur saha other 12051972 pan NJXBS3475V hno 91 aurora path barasat 442131,-1,0.0,Low
Zain Kannan,Other,03-10-1975,Aadhaar,6211 4979 5034,"67/48, Keer Chowk, Arrah-552584",zain kannan,6748 keer chowk arrah552584,other,aadhaar,False,zain kannan other 03101975 aadhaar 6211 4979 5034 6748 keer chowk arrah552584,-1,0.4,Medium
Mannat Sharaf,Other,28-06-1989,Passport,F5071414,"06/012, Deshmukh Chowk, Jabalpur-658247",mannat sharaf,06012 deshmukh chowk jabalpur658247,other,passport,True,mannat sharaf other 28061989 passport F5071414 06012 deshmukh chowk jabalpur658247,-1,0.0,Low
Zoya Dash,Male,10-07-1980,Passport,O4846445,"481, Mangal, Nangloi Jat-923608",zoya dash,481 mangal nangloi jat923608,male,passport,True,zoya dash male 10071980 passport O4846445 481 mangal nangloi jat923608,-1,0.0,Low
Heer Kar,Male,23-10-1964,Passport,J7420237,"02, Ahluwalia, Tadepalligudem-192111",heer kar,02 ahluwalia tadepalligudem192111,male,passport,True,heer kar male 23101964 passport J7420237 02 ahluwalia tadepalligudem192111,-1,0.0,Low
Kismat Sha,Female,26-10-2005,Passport,X1731436,"H.No. 779, Chad Street, Hapur 422203",kismat sha,hno 779 chad street hapur 422203,female,passport,True,kismat sha female 26102005 passport X1731436 hno 779 chad street hapur 422203,-1,0.0,Low
Drishya Chad,,08-10-1978,Passport,Y4729823,"04/12, Hora Street, Firozabad-375059",drishya chad,0412 hora street firozabad375059,nan,passport,True,drishya chad nan 08101978 passport Y4729823 0412 hora street firozabad375059,-1,0.0,Low
Ivana Kibe,Male,02-02-2000,Passport,M4115662,"80/63, Dalal Street, Latur 404842",ivana kibe,8063 dalal street latur 404842,male,passport,True,ivana kibe male 02022000 passport M4115662 8063 dalal street latur 404842,-1,0.0,Low
Stuvan Dutta,Other,06-07-1975,Passport,O4453815,"45/464, Gade Circle, Vasai-Virar-672838",stuvan dutta,45464 gade circle vasaivirar672838,other,passport,True,stuvan dutta other 06071975 passport O4453815 45464 gade circle vasaivirar672838,-1,0.0,Low
Priyansh Issac,Male,30-11-1977,Passport,S5682499,"475, Kant Chowk, Tiruchirappalli 818799",priyansh issac,475 kant chowk tiruchirappalli 818799,male,passport,True,priyansh issac male 30111977 passport S5682499 475 kant chowk tiruchirappalli 818799,-1,0.0,Low
Yasmin Mahajan,Other,12-01-1970,PAN,DZBCM1683A,"H.No. 747, Kanda Path, Malda 993496",yasmin mahajan,hno 747 kanda path malda 993496,other,pan,True,yasmin mahajan other 12011970 pan DZBCM1683A hno 747 kanda path malda 993496,-1,0.0,Low
Samiha Kari,Male,05-04-1997,PAN,RQVJK3551H,"H.No. 34, Chaudry Zila, Secunderabad-716751",samiha kari,hno 34 chaudry zila secunderabad716751,male,pan,True,samiha kari male 05041997 pan RQVJK3551H hno 34 chaudry zila secunderabad716751,-1,0.0,Low
Anvi Bhargava,Male,28-09-1985,PAN,EUNGB7651C,"75/46, Sabharwal, Kirari Suleman Nagar 371821",anvi bhargava,7546 sabharwal kirari suleman nagar 371821,male,pan,True,anvi bhargava male 28091985 pan EUNGB7651C 7546 sabharwal kirari suleman nagar 371821,-1,0.0,Low
Indrans Dhillon,Male,30-06-1977,PAN,KHOGD1859X,"06, Sha Chowk, Phusro 638143",indrans dhillon,06 sha chowk phusro 638143,male,pan,True,indrans dhillon male 30061977 pan KHOGD1859X 06 sha chowk phusro 638143,-1,0.0,Low
Aniruddh Bhargava,Female,12-01-1968,Passport,Y3836943,"H.No. 22, Devi Path, Nanded-081204",aniruddh bhargava,hno 22 devi path nanded081204,female,passport,True,aniruddh bhargava female 12011968 passport Y3836943 hno 22 devi path nanded081204,-1,0.0,Low
Mannat Wagle,Male,26-09-1974,PAN,JYPFW3448E,"30/77, Mangal Chowk, Asansol-209393",mannat wagle,3077 mangal chowk asansol209393,male,pan,True,mannat wagle male 26091974 pan JYPFW3448E 3077 mangal chowk asansol209393,-1,0.0,Low
Rasha Saini,Other,02-11-1972,PAN,QPEPS4941E,"H.No. 25, Magar Road, Chittoor-463347",rasha saini,hno 25 magar road chittoor463347,other,pan,True,rasha saini other 02111972 pan QPEPS4941E hno 25 magar road chittoor463347,-1,0.0,Low
Eva Sinha,Female,13-09-1988,PAN,LHLPS9603X,"H.No. 442, Gopal, Bally 582117",eva sinha,hno 442 gopal bally 582117,female,pan,True,eva sinha female 13091988 pan LHLPS9603X hno 442 gopal bally 582117,-1,0.0,Low
Alia Char,Other,07-09-1995,Passport,G7290191,"22/48, Brahmbhatt Street, Sonipat-655699",alia char,2248 brahmbhatt street sonipat655699,other,passport,True,alia char other 07091995 passport G7290191 2248 brahmbhatt street sonipat655699,-1,0.0,Low
Dhruv Trivedi,Male,06-12-2005,Aadhaar,7944 4163 3814,"H.No. 34, Majumdar, Panipat-822906",dhruv trivedi,hno 34 majumdar panipat822906,male,aadhaar,False,dhruv trivedi male 06122005 aadhaar 7944 4163 3814 hno 34 majumdar panipat822906,-1,0.4,Medium
Kiaan Grewal,Other,16-12-1997,Aadhaar,1936 3846 7071,"33, Khanna Road, Kolkata 877776",kiaan grewal,33 khanna road kolkata 877776,other,aadhaar,False,kiaan grewal other 16121997 aadhaar 1936 3846 7071 33 khanna road kolkata 877776,-1,0.4,Medium
Lakshay Deep,Other,24-05-1990,Passport,R6702664,"83/644, Bhatnagar Marg, Miryalaguda 328931",lakshay deep,83644 bhatnagar marg miryalaguda 328931,other,passport,True,lakshay deep other 24051990 passport R6702664 83644 bhatnagar marg miryalaguda 328931,-1,0.0,Low
Arhaan Amble,Other,28-05-1998,PAN,FRXBA7631L,"67/923, Bajaj Road, Phusro-920620",arhaan amble,67923 bajaj road phusro920620,other,pan,True,arhaan amble other 28051998 pan FRXBA7631L 67923 bajaj road phusro920620,-1,0.0,Low
